tarih;duygu;veri;;;
23.03.2020;;"Hacettepe öyle bir virüs takvimi hazırlamış ki kendimi corona olmadığıma ikna etmek için kendime yalvarıyorum""";;;
23.03.2020;;"O özendikleri bir çok batı ülkesi corona yönetiminde yerlerde sürünüyor ama Erdoğan liderliğindeki ülkemiz başarıyla bu işi götürüyor iki gündür başladılar çamur atmaya ee şizofren kitlenin kaybedilmeden yalanlarla beslenmesi lazım tabii!""";;;
23.03.2020;;"Almanya'da corona virus sebebiyle 2 kişiden fazla kişinin yan yana olması yasaklanmış. nasıl ya???  BU İNSANLAR NASIL GRUP YAPACAK???""";;;
23.03.2020;;"Corona virüs ?n z?if olanıdır.Dalbadal d?hş?t f?lak?tl?r g?tir?n şeyl?r icad ed?c?ksiniz.İnsanlığın süqutu yaxınlaşır.Ya Yeni g?l?n dini q?bul ed?r?k \""Müq?dd?s\"" olacaqsınız,ya da insanlığın sonunu ilahi t?dbirl?r g?tir?c?k.""";;;
23.03.2020;;"Zorunlu olarak hastaneye geldim, burda herkes çok gergin çat desem Allah corona corona diye bağıracak insan görüyorum ????""";;;
23.03.2020;;"??Corona Virüsünden dolayı namazların ve toplantıların iptal edilmesi sonrası Mescid-i Aksa bölgesinden bu sabah gelen görüntüler https://t.co/8ywgTGC6pB""";;;
23.03.2020;;"YouTube’ta #corona live videosunda Kur’an-ı Kerim okunuyor ve ingilizce meali veriliyor. Yoksa yanlış mı duyuyorum? https://t.co/ZohqPpL3LO""";;;
23.03.2020;;"Corona virüs krizi ahlak, vicdan ve ıq testidir.""";;;
23.03.2020;;"Son insan da corona virüsten öldüğünde, dindar adam duanın tıbbi bie etkisi olmadığını anlayacak dklfds https://t.co/wnN3D7VHZF""";;;
23.03.2020;;"65 Yaş Üstü Ünlülerin Corona Virüs Mesajı! (foto galeri) - https://t.co/1Gez3l7xdm""";;;
23.03.2020;;"Arkadaş kafayı yiyeceğim! Terör oluyor aynı tipler ahkam kesiyor! Ekonomik kriz oluyor yine aynı tipler! Corona krizi oluyor yine uzman onlar! Nagehan 24 saat başköşede zaten! Ne birikimli aydınlarımız varmış! https://t.co/tfTJ1lsvBq""";;;
23.03.2020;;"Mesela babam tele 1 izliyor. Kim demişti hatırlamıyorum bu corona ilk konuşulmaya başlandığında grip gibi bişey bu dedi. Bunu konuşmaları politik dedi, Amerika’da bilmemne salgını oldu 9,000 kişi öldü onu kimse konuşmadı dedi. İnanılmaz zehirli bir mantık.""";;;
23.03.2020;;"Romanya’da ilk Corona virüs ölümü gerçekleşti https://t.co/Bopn9tvhZE""";;;
23.03.2020;;"Sen iyi günde fransız parfümü sıkarsın ama kötü günde (corona) yanında türk kolonyası olur...""";;;
23.03.2020;;"Sizi ve Türkiye'yi Koronavirüs riskinden koruyacak 14 Kural #coronavirus #corona #calisanannedestegi #bakiciegitimtesviki . @sgksosyalmedya @ailevecalisma @eudelegationturkey @ikgpro https://t.co/fu06TtOtvq""";;;
23.03.2020;;"Macaristan'da Orban hükümeti, Corona gerekçesiyle, \""acil durumun\"" parlamento onayı olmadan uzatılabilmesini ve birçok yasanın kanun hükmünde kararnameyle yürürlükten kaldırılabilmesini sağlayan düzenlemeyi geçirmek istiyor. https://t.co/lkASHEeTOj""";;;
23.03.2020;;"uyanış 08.00  telefonla takılmaca youtube  kahvaltı 11.00 udemy kursları sunucu  hackleme denemeleri yemek gündem spotify youtube discord lol  pubg  cs döngüsü discord şu arada bakanlık açıklaması(corona) twitch yayınları youtube  oyun döngüsü kapanış 03.00-05.00 https://t.co/ivPJiCfA3o""";;;
23.03.2020;;"Biz Corona virüsle meşgulken kayyumlar atanmaya devam ediyor !""";;;
23.03.2020;;"Evdeyim, endişeliyim seninle yüzyüze görüşmeyi çok istiyorum diye mesaj geliyor, hadi Corona yı takmıyorsun yahu nerede görüşeceksin acaba? #pazartesi #EvdeKal""";;;
23.03.2020;;"Haydaa kaç gündür girmiyorum ortam aynı Halen corona Fetö işidir diyen de çıkmamış hayret doğrusu""";;;
23.03.2020;;"Abdurrahim Albayrak ve eşinin corona testi pozitif! https://t.co/z1Pt5UB9yq""";;;
23.03.2020;;"Bakiiimm?? Fettöş ve senin gibi itleri ininden çıkamayalı ne kadar oldu inan senesini unuttum ,sahi Fettöş Corona olmadı mı daha, gerçi O geberirse en çok senin işine gelir değil mi çakalll,ee bu kadar don koklayıcısı olarak veliahtlıkta sana düşer https://t.co/tgPPcxUH6i""";;;
23.03.2020;;"CORONA HİPERTANSİYONLA BİRLEŞİNCE EN BÜYÜK TEHLİKE https://t.co/eeA4BAzDF9 https://t.co/GLw8XLks19""";;;
23.03.2020;;"100.000 diyanet çalışanını 10.000 hemşire/laboranta tercih ederim #diyanetkapatılsın lakin bu kadar ölünün cenaze namazını kim kıldıracak. Dua etmek iyidir ruhu ve zihni iyileştirir ama duanın  #Corona ya karşı etkili olduğu ile ilgili ne bilimsel veri nede fetva var. #EvdeKal""";;;
23.03.2020;;"Son dakika | Abdurrahim Albayrak ve eşinin corona testi pozitif! https://t.co/BCnjrs62St #gazetesozcu @gazetesozcu aracılığıyla""";;;
23.03.2020;;"Ondan sonra neden corona https://t.co/sVlzhFngT6""";;;
23.03.2020;;"CORONA yaşlılara musallatmiş AK parti 19 yaşında CHP 97 yaşında Diyeceklerim bu kadar....mevzuyu anladınız??????""";;;
23.03.2020;;"Keşke corona olsan ??""";;;
23.03.2020;;"65 yas olmadigima mi yoksa kronik hastalığım olmadigina mi yanayim. Ne yani corona ile karsilasinca gemcim guzelim seni uzerim mi dicem amk. Ben niye çalışıyorum.""";;;
23.03.2020;;"Son dakika | Abdurrahim Albayrak ve eşinin corona testi pozitif! https://t.co/J1Q54IjxRT #gazetesozcu @gazetesozcu aracılığıyla""";;;
23.03.2020;;"Bu dönem de hastalanmakta çok kötü arkadaşların minik corona diyor doktora gidiyorsun nefes darlığı var mı diyo""";;;
23.03.2020;;"Corona virüsüne yakalandığı için vatandaşımızı linç ediyoruz. Arkadaşlar siz salak mısınız? Salaklığı kabul ediyorsanız artık size kızmaycam gerçekten.   Salaktır deyip geçerim.. adi üstünde salgın yahu hepimiz yakalanabiliriz. Kendinize olunca linç edecek misiniz?""";;;
23.03.2020;;"Neyse ki Türkiye'de Corona gerekçesiyle uzun erimli diktatörlük ikamesi gibi endişelere gerek yok, bunların hepsi daha önce yapıldı zaten...""";;;
23.03.2020;;"Ayy herkes corona bilirkişisi oldu""";;;
23.03.2020;;"Corona virüsle ilgili asılsız paylaşım yapan 31 kişi gözaltına alındı  https://t.co/AJexm6tXWL https://t.co/r4RfXlLl0U""";;;
23.03.2020;;"Bu işin şakası yok ??  Lütfen evlerimizde kalmaya devam edelim. Sonunda kazanan BİZLER olacağız. ??  #EvdeKal #sağlık #belediye #corona #korona #virus #tedbir #gönen #korunma https://t.co/69xFiEGrRd""";;;
23.03.2020;;"Corona virusunden sonra dunya eskisi gibi olmayacak. Insanlar, bir agac gibi tek ve hur ve bir orman gibi kardescesine yasamayi ogrenecekler.""";;;
23.03.2020;;"Lan nasıl Abdurrahim abi corona oldu. Şok oldum allah şifa versin""";;;
23.03.2020;;"saLgın ve dünyadaki yayıLımını bu monitörden izLeyebiLirsiniz. rakamLar, açıkLanan resmi açıkLamaLara dayaLı. aLmanya, sonuçLarı eyaLet, şehir ve mahaLLe oLarak açıkLadığı için daha kapsamLı görünmekte.  #corona #COVID19 https://t.co/XgZDIWWJQ2 via @funkeinteraktiv""";;;
23.03.2020;;"Günaydın. Olur da bana İnstagram’dan meydan falan okursanız, keşke Corona olsaydım diye dua ederken bulursunuz kendinizi. Durduk yere başınıza iş açmayın, benim de sinirlerimi zıplatmayın. Tekrar günaydın.""";;;
23.03.2020;;"Corona sayesinde evdekileri tanıdım. Çok iyi insanlarmış annem falan""";;;
23.03.2020;;"Bununla birlikte, hastanede corona şüphesiyle karantinada yatan insanların hemşireleri sigara içmem lazım salın beni diye kahrettigini duyuyoruz. Ne zaman akıllanacaksınız?""";;;
23.03.2020;;"Dünya corona virüsü ile ilgilenirken faşist zihniyet  Batman  Lice  Silvan  Ergani  Ve  Eğil belediyelerine kayyum atayarak gasp etti.   Şimdi düşünmek gerek  En zararlı virüs  Faşizmin kendisimi  Yoksa corona  mı?""";;;
23.03.2020;;"Bütün dünya coronadan kırılıyor  Suriye ilk vaka görüldü diye açıklama yapıyor  Ulen güleyim mi , üzüleyim mi karar veremedim  Bütün halkı komşu ülkelere sokuşturdunuz corona bulaşacak insan bulamamıştır .""";;;
23.03.2020;;"Özen,  Daire Müdürleri Toplantısında Corona Virüsünü Konuştu https://t.co/oykl4noZi3""";;;
23.03.2020;;"Türkıye 'nin corona haritası. Urfa ve Kastamonu dikkat çekiyor. #ebaTV https://t.co/tqF4FMXRmX""";;;
23.03.2020;;"Hürriyet: Corona virüsü nedeniyle Süper Lig biterse Trabzonspor, Başakşehir.... https://t.co/J3SxkdBJAd""";;;
23.03.2020;;"Bulunduğunuz şehir de corona vakası görüldü mü ?   #coronaturkiye  #Covid2019TR""";;;
23.03.2020;;"Abdurrahim Albayrak ve eşi Şükran Albayrak’ta Corona Virüsü tespit edilmiş, Allah yardımcıları olsun. İnşallah kısa zamanda müjdeli haberlerle dönerler.  Geçmiş Olsun Başkanım ????¦? @_AAlbayrak""";;;
23.03.2020;;"Karadağ ???? Montenegro da corona’dan ilk ölüm""";;;
23.03.2020;;"nasıl yani.  corona ile savasırken arkadan kayyumu atıyorlar :) delirdiniz mi olm siz https://t.co/0xHaKp1FEh""";;;
23.03.2020;;"Ya keşke meydan okumaları diyet başlığı altında yapsanız. Mesela -4 kilo ile meydan okuyorum falan deseniz yoksa hepimiz yuvarlana yuvarlana çıkıcaz sokaklara ?? #karantinagünlükleri #corona""";;;
23.03.2020;;"İlkçağ Ortaçağ Yeniçağ Yakınçağ Ve Corona Virüs gelir Sonçağ başlar Vesselam""";;;
23.03.2020;;"Corona virüs (Covid-19) ile mücadelede özveriyle çalışan sağlık personellerimize minnettarız.  #bntermalhotel #kükürtlüsu #yaslanmakarsıtı #relax #spahotel #şifalısu #termal #şifa #sağlık #alkolsüzkonsept #aileoteli #spa #tatil #mersin #kadınlaraozel #cocuklaraozel #erkeklereozel https://t.co/kwqA2odzMP""";;;
23.03.2020;;"Annem corona dan korunma yöntemlerini bir kenara bıraktı ve virüse topyekün savaş açtı. Evi, apartmanı, asansörü çamaşırsuyu ile dezenfekte et sen sultanım, tamam. Beni niye çamaşırsuyu ile dezenfekte etmeye çalışıyorsun. Bir anne oğluna böyle bir teklifte bulunabilir mi yaa?""";;;
23.03.2020;;"Bide birşey var  tam sınav haftası biri kuvvetli dua etmiş corona Türkiye'de gelsin falan diye bunun başka bir izahı yok yani????""";;;
23.03.2020;;"Bakan Koca’dan corona virüsü açıklaması! 30 ölü, 1236 vaka https://t.co/mM54tQwp5M""";;;
23.03.2020;;"Değerli velilerimiz, bugün itibariyle (23 Mart Pazartesi) evinize misafir oluyor ve sizlerle tekrar buluşuyoruz...   #devrimöğretmenim #çocukgelisimiveegitimi #okuloncesiegitim #adkidskonyaalti #activities #onlineeğitim #sokağaçıkmatürkiye #corona #coronavirüsü #coronatürkiye https://t.co/Rbd3Fw8Ezh""";;;
23.03.2020;;"AKP-MHP ve sarayın derdi  corona değil halkın sesini kesmek! Corona fırsatçılığı yapıyorlar! https://t.co/b5E5SJTjng""";;;
23.03.2020;;"Corona nedeniyle toplumsal barışa ihtiyacımız olan şu günlerde iktidardan Cezaevinde bulunan tüm mahkumlar adına düzenleme yapmasnı bekliyoruz.  İnfaz yannda mutlaka eşit 5 yıl indirim talep ediyorz.  @abdulhamitgul @YildizFeti @erkanakcay45 @avabdullahguler @Akparti  #pazartesi""";;;
23.03.2020;;"hiç kitap okumayıp ta sağda solda kitap okuyorum diye övünen, 24 saat Dışarıda  olan kitle artık evde mecbur kitap okuyacaksınız.Yalana gerek yok. Corona Sen nelere kadirsin.""";;;
23.03.2020;;"Sevgili Corona, yaşım geldi çattı 35’e, senin de yüksek müsaadenle yolun yarısı olsun diyorum bebişim, olmaz mı? Ha canım?""";;;
23.03.2020;;"Karantina günlerinde evde spor... #Corona #coronavirus #koronavirüs #COVID19 #COVID19tr https://t.co/fZTRQsJ3Ah""";;;
23.03.2020;;"Üsküdar'da Şok Market'te market çalışanında Corona şüphesiyle önlem alındı. Market, sağlık, kargo-posta başta olmak üzere #EmekçilerRiskAltında  ??Marketlerde koruyucu önlemler acilen alınsın! ??İşçilerin vardiya saatleri azaltılsın! https://t.co/xQ6c8XO6fD""";;;
23.03.2020;;"Corona Corona bit artık.""";;;
23.03.2020;;"Galatasaray Spor Kulübü 2. Başkanı Abdurrahim Albayrak ve eşi Şükran Albayrak'ta Corona virüsü (Covid-19) tespit edildiği ve çiftin tedavi altına alındığı öğrenildi.   Gecmis olsun""";;;
23.03.2020;;"Dün Fethiye'de corona gördüm, toyota corona..  espiri..   #pazartesi  #EvdenÇıkmayalım""";;;
23.03.2020;;"Çok doğru. Ateş ve halsizlik öksürük 20-25 gün gitti ilk defa hayatımda böyle hasta oldum bunu da dün arkadaşım geçen ay böyle oldu bana bence biz corona’yı atlattık diyince farkettim. https://t.co/PwtNLXICzU""";;;
23.03.2020;;"Üsküdar'da Şok Market'te market çalışanında Corona şüphesiyle önlem alındı. Market, sağlık, kargo-posta başta olmak üzere #EmekçilerRiskAltında  ??Marketlerde koruyucu önlemler acilen alınsın! ??İşçilerin vardiya saatleri azaltılsın! https://t.co/SBQMJOHJx9""";;;
23.03.2020;;"Hacı Sabancı şey değil mi yaaaa Cicişlerle videosu düşen, Cartier bileklik alan Corona kapmaz belki ama bel soğukluğu ve aids garanti  #sakinolchampevdeyim""";;;
23.03.2020;;"Bahar gelince gezip tozma hayalleri kuran gariban bne: Corona virüsü: Merhabalar AQ""";;;
23.03.2020;;"Bilim kurulu corona salgını için saat 13.30 da toplanacak, sokağa çıkma yasağı kararı alınacak mı merakla bekleniyor. @ İzmir, Turkey https://t.co/jpsvTBaWO3""";;;
23.03.2020;;"Doç.Dr. Mustafa Ulaşlı ve diğer sağlık emekçiler ülkenin bekasi için görevlerine iade edilmelidirler. 7 yıl Corona Virüsü üzerine çalışan bir bilim insanı var elimizde ama biz değerini bilmiyoruz.""";;;
23.03.2020;;"Yuhan kenti önümüzdeki Kpss genel kültür bölümünde sorulacak corona sorusunun cevabıdır. Demedi demeyin.""";;;
23.03.2020;;"20 gündür deli gibi kup kuru öksürüyorum. 3 kere hastaneye gittim bir şey yok diyip gönderdiler. Kullandığım ilaçlar bittikten sonra iyileşmeye başladım. Şuan öksürüğüm bitti sayılır. Birçok kişi corona atlattı lakin farkında değil https://t.co/xjQC95gNNB""";;;
23.03.2020;;"3 gün furyası beni de vurdu corona gibisin jack????""";;;
23.03.2020;;"#2020Yılı geldiğinden beri dünyanın iki yakası bir araya gelmedi???? Bir defaya mahsus olarak 365 günü tamamlamadan, bir an önce 2021 yılına geçmeyi oylarınıza sunuyorum ???? #Deprem #Corona #Savaş #Kasırga #EkonomikKriz""";;;
23.03.2020;;"Aga bu Corona futbolcu ismi olsaydı baya ünlü bi futbolcu olurdu,muhtemelen 10 numara giyerdi""";;;
23.03.2020;;"Türkiye'de Corona virüsten can kaybı 30'a yükseldi https://t.co/x5S8iNQmQB""";;;
23.03.2020;;"Uzmanlarımızdan  Psikolog Fatma Vildan SANDAL @DiyanetTV Yeni Güne Merhaba programında Corona  Virüsü Sürecinde \"" Evde Çocuklarla Vakit Geçirme Yolları\"" konusu ile canlı yayın konuğu.  Canlı yayını izlemek için tıklayınız ??  https://t.co/daPHiD7viZ https://t.co/1AA91O5AER""";;;
23.03.2020;;"Abdurrahim Albayrak ve eşinde corona virüsü tespit edilmiş. Geçmiş olsun https://t.co/2DO9pSgt2X""";;;
23.03.2020;;"Aşı bulunsa yaptırır mısınız sorusuna halkın yüzde 40 ı yaptırmam demiş. Korkunç bir cahillik. Corona mı cehalet mi daha korkutucu bilemiyorum. #vaka1236""";;;
23.03.2020;;"Türkiye’de Corona virüsü SON DURUM: Ölü ve vaka sayısı arttı! https://t.co/5gaNFKj2FP https://t.co/qS0lciXTkv""";;;
23.03.2020;;"40 yılda bir erken uyanmışken gidip kendime pankek yapıyım bari böylece mutfağımı falan bir tanımış olurum kendisiyle 6 aydır bir aradayız ama corona sayesinde tanıştık ?????+???""";;;
23.03.2020;;"Corona virüsü den sonra antemanda Max setini görünce https://t.co/B4XIG4IGdm""";;;
23.03.2020;;"Bu arada “yav corona allahın nimeti” diyen siyasetçiler, ükenin geleceğini mahvetmek için büyük bir fırsat yakaladılar! Şimdi ne planlar ve ne uygulamalar yapıyorlar! “Gazetecilik” böyle zamanda pek işe yarardı:(""";;;
23.03.2020;;"Kendime gülüyorum her izlediğimde ulan ne hallere düşürdün bizi corona. Ulan yaşlılar oturun oturdğunuz yerde.#pazartesi #EBA #EvdeKalTuerkiye https://t.co/adPoeYaV1o""";;;
23.03.2020;;"Sahip olduğumuz güzel olan herşeyin kıymetini keşke CORONA’  dan öğrenmeseydik.GÜNAYDINNN??""";;;
23.03.2020;;"Hani martın sonu bahardı ?  Corona baharı ...  Hani her şey çok güzel olacak diyenleri  Pistte alalım ...  #koronawirus #Italy #23mart #hacettepe #evindekaltuerkiye #vaka1236 #hayatevesığar #pazartesi #günaydın #EvdeKal #sakinolchampevdeyim #tatildegiluzaktanegitim #ismailkucukka""";;;
23.03.2020;;"Yapanları kutluyorum. Bu, corona için alınabilecek en iyi önlemdi. :) https://t.co/QxdQSPSoHz""";;;
23.03.2020;;"Şimdi yaktık çıranı corona, bunu sen istedin https://t.co/JpnkzOGDQY""";;;
23.03.2020;;"Corona konseptli şarkıların hepsi cok kotu... https://t.co/hJX4NxeA8Y""";;;
23.03.2020;;"Devlet Bankalarının bugün yaptığı Kredi/Kredi Kartı ödeme öteleme ve yapılandırmalarını Özel Bankalarında hemen yapması gerekiyor. @corona  ??virüs nedeniyle iş yerleri komple kapalı ve insanlar para kazanamıyor eğer iktidar partisi bunu yapmazsa vebali çok büyük olur!""";;;
23.03.2020;;"Şimdi Corona düşünsün https://t.co/mvH9hxXewQ""";;;
23.03.2020;;"Corona virüse karşı kabin memurları nasıl önlemler alıyor? - https://t.co/u2bn5mkSLu https://t.co/cJtMxaOIyP""";;;
23.03.2020;;"Corona virüse karşı kabin memurları nasıl önlemler alıyor? - https://t.co/sqrIXJdWz1 https://t.co/YIZs5Dmn9w""";;;
23.03.2020;;"Ben corona olsam tası tarağı toplayıp kaçıyordum ülkeden, bu çok sert oldu başgan. https://t.co/viveAg5lZE""";;;
23.03.2020;;"Siz Corona virüsünden daha tehlikelisiniz , bunu unutacağız mı sandınız #HDP #SelahattinDemirtasBirTeroristtir #ergani #kayyum #kayyım""";;;
23.03.2020;;"Galatasaray Kulübü 2. Başkanı Abdurrahim Albayrak ve eşi Şükran Albayrak'a yapılan corona virüs testi pozitif çıktı.  #pazartesi  #coronaturkiye""";;;
23.03.2020;;"Ligler oynasın diyenler kına yaksın biryerlerine  @TFF_Org  Abdurrahim Albayrak 'ta corona çıkmış ?? Bu ligi sırf Galatasaray puan kaybetsin diye oynatip insan sağlığını dikkate almadınız""";;;
23.03.2020;;"Corona virüs (Covid-19) ile mücadele kapsamında Genel Müdürlüğümüzde dezenfekte işlemi gerçekleştirilmiştir.  #Corona https://t.co/ZdnRhuYdAg""";;;
23.03.2020;;"Her #pazartesi sendroma girmeye hazırım, corona bi siktir git ??""";;;
23.03.2020;;"Tüm güvenlik güçlerine sesleniyorum Adama Corona Bulaşsa bu kadar zarar vermezdi. Yavaş vurun https://t.co/GNTPlyFqeP""";;;
23.03.2020;;"Dua yetmez.  11 Milyar 519 Milyon 609 bin TL'lik bütçenizi #Corona ile mücadeleye açın.""";;;
23.03.2020;;"#KhameneiVirus nenem tifo,tifus, veba, kolera, kus, tavuk, domuz gribi, simdi de corona virusune bulasmadan yasarsa ölümsüzlügü buldu diyebiliriz???? https://t.co/J5WWEIT3SQ""";;;
23.03.2020;;"65 yaş altının  hayatı allaha emanet... Çalışmak zorunda olanlar allaha emanet... dua ve sabır edelim neyse #corona""";;;
23.03.2020;;"Az once plastik eldivenle sigara yakmaya calisirken eldivenimi ve elimi yaktım. Thanks corona.""";;;
23.03.2020;;"Arkadaşlar corona testi yapmak demek bütün nüfusu test etmek demek değildir. Gelen vakaları hızlı şekilde test edip tedbirini almaktır. Verilen rakkamlar (doğru ise) hastanelere ulaşan vaka olma ihtimali olan kişiler içindir.""";;;
23.03.2020;;"Hakları parayla ödenemez... #SağlıkÇalışanları #Sağlık #Corona #CoronaVirüs https://t.co/Ed3oaeGh1Z""";;;
23.03.2020;;"Skate Park Play-off Aylık Maçlarını Cumhuriyet'e taşımışsınız. Corona Tedbirleri için mi ? En büyük rakibiniz burada ama :D :D :D @soyturktugay @Kristofline @AYurdakul7 @emirhanakkelle""";;;
23.03.2020;;"Sağlık,şifa,huzur getirsin. Corona virüs hepimizin gündeminde Ne mi yapacağız.? Bireysel sorumluluğumuz neyi gerektiriyorsa yapacağız, bilinçli hareketlerle bu günlerin üstesinden geleceğiz. El birliğinden daha fazla kalp birliğiyle sarılalım ?hayata umutla... Sevgiyle ?""";;;
23.03.2020;;"Galatasaray Kulübü 2. Başkanı Abdurrahim Albayrak ve eşi Şükran Albayrak'a yapılan corona virüs testi pozitif çıktı. Galatasaray camiasına ve Albayrak ailesine acil şifalar diliyoruz. https://t.co/DHa70BNMDb""";;;
23.03.2020;;"#CORONA AİDS denen hastalığın aşısı tedavisi bulundumu ? CEVAP HAYIR.Üstelik bu virüs aids ten kat be kat daha tehlikeli hızlı bulaşan bir illet.Demekki neymiş bu CORONA'da aids gibi kendi kendine belki kendini imha edecek belkide duracak.""";;;
23.03.2020;;"Corona virüs salgını nedeniyle hastalar hastaneye girmeden değerlendirilerek, hastaların ateş nabız satürasyon bilgileri alınarak yönlendirilmektedir. Olası vakaların diğer hastalara ve personele enfeksiyon bulaşının engellenmesi amacıyla bekleme çadırları kurularak yönlendirilir""";;;
23.03.2020;;"Abdürrahim albayrak corona pozitif çıkmış..Ya kimseye bir şey olmasın?? daha sizi çok yenip sinir etmemiz lazım ???? https://t.co/v9kKED61FU""";;;
23.03.2020;;"Bu süreçte haber sitelerinde yer alan “Uzmanlar Uyardı,corona belirtileri vb”başlıklı yazılara acilen müdahale edilmelidir.  Haber içeriklerine ufaktan bir göz atmak bile insanı acabalarda bırakıyor. Resmi açıklamalar ve öneriler dışında kimseye söz hakkı tanınmamalı!  #EvdeKal""";;;
23.03.2020;;"Şöyle anlatayım , iranlılar tarafından açılan bi twit, tüm dünya corona virüsten dert yanarken biz yıllardır şu #KhameneiVirus virüsün istilasındayız ????""";;;
23.03.2020;;"Corona virüs pasteur ilişkisi /Fransa https://t.co/pGz6ZlACCG @YouTube aracılığıyla""";;;
23.03.2020;;"Corona olayından en çok Urfalılar etkilendi duygusal insanlar kabullenemediler olaylar camiler kapandı, sokağa çıkma yasağı falan üstlerine çok gelindi""";;;
23.03.2020;;"#FahrettinKoca Siz corona virüsünden ölen hastayı açıklamadan ölüm oldu fakat sizin bundan haberiniz mı yoktu ?Şeffaf ve gerçek bilgileri halka anlatın  Saygı Öztürk iddiası! Orgeneral Aytaç Yalman koronavirüsten mi öldü? https://t.co/jXQRFJpvsO""";;;
23.03.2020;;"Ee zamanında demişlerdi \""nerede çokluk orada b*kluk diye.\"" #corona #coronaturkiye""";;;
23.03.2020;;"kısa çalışma ödeneği için bizleri arıyorlar BUGÜN de geldik çalışıyoruz  #BeyanlarUzatılsın  taşıyıcı olmak istemiyoruz  #corona #evdekal vakalar artmasın  @gibsosyalmedya  @HMBakanligi""";;;
23.03.2020;;"Son dakika | Abdurrahim Albayrak ve eşinin corona testi pozitif! https://t.co/SSu5GsCpjX""";;;
23.03.2020;;"Abdest alana Corona bulaşmıyorsa Umre'den gelenler neden hastalık bulaştırıyor? Umre yerine nereye gitmiş o insanlar!  #EvdeKalTuerkiye #EvdeKalTurkiye""";;;
23.03.2020;;"#diyanetkapatılsın #pazartesi #coronaturkiye  en azından diyanetin bütçesi acilen corona bütçesine aktarılsın,  hastaneler ve sağlık çalışanları kullansın.""";;;
23.03.2020;;"#CORONA Dünya boşu boşuna pantolonun arkasını yırtmasın aşı bulacağız diye.""";;;
23.03.2020;;"Her gün boğazımda  bir ağrı ve kurulukla  uyanıyorum #corona değil de psikopat  olmazsak iyi""";;;
23.03.2020;;"#Miami'nin meşhur plajları corona virüs nedeniyle kapatıldı https://t.co/8TS37oQWQS""";;;
23.03.2020;;"Allah'tan şu #corona çıktı da torunlara anlatacak bir şey oldu yoksa kötü dede olacaktım""";;;
23.03.2020;;"Corona Virüs’ün yayılma hızına şaşırmışımdır https://t.co/jiIqR2zvby""";;;
23.03.2020;;"aynen ya kahvaltida ailecek entelektuel konusmalar yapariz mesela bu sabah ayyildiz timin corona asisinin belgelerini hacklemesi uzerine tartistik""";;;
23.03.2020;;"Tüm dünyayla birlikte Türkiye’nin de gündeminde olan corona virüsü nedeniyle #AtaşehirBelediyesi önlem amaçlı dezenfekte çalışmalarını artırdı. https://t.co/ALyCCIYjGS""";;;
23.03.2020;;"Corona'nin egzosu olsa mintanla tikardik ... https://t.co/mQqiaPTZYC""";;;
23.03.2020;;"Sağlık,şifa,huzur getirsin. Corona virüs hepimizin gündeminde Ne mi yapacağız.? Bireysel sorumluluğumuz neyi gerektiriyorsa yapacağız, bilinçli hareketlerle bu günlerin üstesinden geleceğiz. El birliğinden daha fazla kalp birliğiyle sarılalım ?hayata umutla... Sevgiyle ?""";;;
23.03.2020;;"Hani her şey çok güzel olacak tı !  Güzel mi herşey cidden !  Uğursuzluk olur da bu kadar mı olur   Dünyayı felç ettiler ...  Bir Corona heykeli bekliyoruz sizden   #vaka1236 #sakinolchampevdeyim #SorumlulukHepimizin #tatildegiluzaktanegitim #evindekaltuerkiye #EvdeKalTuerkiye""";;;
23.03.2020;;"Galatasaray Kulübü 2. Başkanı Abdurrahim Albayrak ve eşi Şükran Albayrak'a yapılan corona virüs testi pozitif çıktı. Geçmişler olsun...""";;;
23.03.2020;;"Bakkala diye çıkıpp sana gelesiim varr bebeğim ama corona var sorry""";;;
23.03.2020;;"Bu aşağıdaki video corona virüsün 2003 yılında vietnamda fransız lab. Üretildiğini söylüyor ????en başından beri bu virüsün biyolojik savaş ajanı olduğunu düşünüyorum ve söylüyorum .ve şunu da söylüyordum,bu virüs lab ürünü ve biyolojik savaşda+ https://t.co/MHBWUSPkpK""";;;
23.03.2020;;"Corona virüsünün bulaşma yolunu ve hızını anlatan en iyi video  https://t.co/bTkHbXenKm https://t.co/ElroMMesrR""";;;
23.03.2020;;"Corona: Ülkelerin yaşlılardan kurtulma operasyonu.""";;;
23.03.2020;;"Abdürrahim Albayrak ve eşinde de corona virüsü görülmüş. Birsürü de hastalığı vardı adamın ?? Rabbim şifa versin tez zamanda inşallah ikisine de. ??????""";;;
23.03.2020;;"Sağlıkla ilgili bir vaka olduğunda tıpkı corona virüs domuz gribi kuş gribi gibi, milletin suçlayacakları tek kurum diyanet oluyor nedense. Türkiye'nin büyük çoğunluğu müslüman iken diyaneti suçlamak niye  #diyanetkapatilmasin""";;;
23.03.2020;;"??Orkun Kökçü: \""Uyarıları önemseyin ve evinizden ayrılmayın\"" ??Ozan Kökçü: #Corona virüsü şaka değil. Evde kalalım\"" https://t.co/Nj2zPtRAPJ""";;;
23.03.2020;;"#diyanetkapatılsın ya gercekten hangi beyinsiz çıkardı bunu bunlar corona dan daha tehlikeli tipler""";;;
